property_type,sector,price,bedRoom,bathroom,balcony,facing,agePossession,Built_up_area,servant room,store room,furnishing_type,facilities,floor_category
house,sector 26,19.0,2.0,8,4,East,Moderately Old,4498.0,Yes,Yes,furnished,premium,Mid Floor
house,sector 54,5.5,4.0,18,4,South-West,Relatively New,1440.0,Yes,No,furnished,premium,Mid Floor
house,sector 57,3.5,1.0,4,4,South,Old Property,1620.0,No,Yes,semifurnished,standard,Mid Floor
house,sector 48,8.25,1.0,4,4,North-East,Relatively New,2160.0,Yes,Yes,semifurnished,luxury,Mid Floor
house,sector 26,16.0,4.0,4,3,North-East,Relatively New,4498.0,No,Yes,unfurnished,basic,Low Floor
house,sector 54,25.0,2.0,4,4,North,Moderately Old,8997.0,Yes,Yes,unfurnished,basic,Low Floor
house,sector 2,2.68,1.0,3,2,North,Moderately Old,1557.0,No,Yes,semifurnished,premium,Mid Floor
house,sector 23,2.7,2.0,5,2,East,Old Property,1450.0,No,No,semifurnished,basic,Mid Floor
house,sector 4,2.3,2.0,4,3,East,Old Property,1439.0,No,No,semifurnished,basic,Low Floor
house,sector 70,0.92,1.0,3,4,North-East,New Property,1319.0,No,No,unfurnished,luxury,Mid Floor
house,sector 70,1.04,2.0,3,4,North-East,Relatively New,1611.0,No,No,semifurnished,luxury,Low Floor
house,sector 43,9.85,2.0,5,2,West,Old Property,3761.0,Yes,No,unfurnished,basic,Mid Floor
house,sector 39,15.0,1.0,5,4,North-East,Moderately Old,4498.0,Yes,No,semifurnished,basic,Mid Floor
house,sector 70,1.18,2.0,3,4,North-East,Relatively New,1611.0,No,No,semifurnished,luxury,Low Floor
house,sector 70,0.9,1.0,2,4,North-East,New Property,1319.0,Yes,No,unfurnished,luxury,Mid Floor
house,sector 43,13.0,1.0,3,4,North,New Property,2699.0,No,No,semifurnished,basic,Mid Floor
house,sector 66,15.1,2.0,5,4,East,New Property,6786.0,Yes,Yes,unfurnished,premium,Mid Floor
house,sector 66,9.01,1.0,4,4,North-East,Relatively New,4689.0,Yes,Yes,unfurnished,premium,Mid Floor
house,sector 66,18.0,1.0,4,4,East,Moderately Old,3239.0,Yes,No,semifurnished,premium,Mid Floor
house,sector 40,12.0,4.0,16,4,North-West,New Property,3077.0,Yes,Yes,furnished,basic,Mid Floor
house,sector 46,2.25,1.0,3,3,North-East,Relatively New,90.0,No,No,unfurnished,standard,Mid Floor
house,sector 33,8.0,2.0,4,4,West,Old Property,6997.0,Yes,Yes,unfurnished,standard,Low Floor
house,sector 48,5.75,2.0,4,2,West,Moderately Old,2592.0,Yes,No,unfurnished,basic,Low Floor
house,sector 50,9.8,2.0,4,3,North-West,Moderately Old,3240.0,Yes,No,unfurnished,basic,Low Floor
house,sector 2,4.95,2.0,5,4,West,Relatively New,2429.0,Yes,No,unfurnished,premium,Mid Floor
house,sector 66,19.0,2.0,6,4,North-East,Relatively New,6666.0,Yes,Yes,semifurnished,premium,Mid Floor
house,sector 2,4.99,1.0,4,4,North,Moderately Old,2429.0,Yes,Yes,unfurnished,standard,Mid Floor
house,sector 27,4.25,2.0,5,4,East,Relatively New,1350.0,Yes,No,semifurnished,standard,Mid Floor
house,sector 43,9.5,2.0,5,4,North-East,Relatively New,2250.0,Yes,No,semifurnished,standard,Low Floor
house,sector 25,16.0,4.0,16,4,West,New Property,2700.0,Yes,Yes,furnished,standard,Mid Floor
house,sector 27,8.25,3.0,12,4,East,New Property,1800.0,Yes,No,semifurnished,standard,Mid Floor
house,sector 70,4.7,1.0,4,4,North-East,New Property,2609.0,No,No,unfurnished,basic,Mid Floor
house,sector 31,4.25,2.0,5,4,North-East,Moderately Old,1620.0,No,Yes,semifurnished,standard,Mid Floor
house,sector 24,4.5,2.0,8,4,East,Relatively New,1350.0,Yes,Yes,semifurnished,standard,Mid Floor
house,sector 72,8.6,1.0,5,4,East,Relatively New,7000.0,No,No,semifurnished,basic,Mid Floor
house,sector 33,9.55,3.0,7,4,East,Relatively New,4948.0,Yes,Yes,semifurnished,premium,Low Floor
house,sector 48,4.95,4.0,7,4,South,Old Property,2402.0,Yes,Yes,semifurnished,luxury,Low Floor
house,sector 48,5.0,4.0,7,3,North-East,Moderately Old,2339.0,No,No,semifurnished,standard,Low Floor
house,sector 48,4.75,4.0,7,3,North-East,Moderately Old,2339.0,No,No,semifurnished,standard,Low Floor
house,sector 47,1.15,2.0,3,3,North-East,Old Property,275.0,No,No,semifurnished,standard,Low Floor
house,sector 109,6.0,2.0,5,3,North-East,Moderately Old,6226.0,No,No,unfurnished,premium,Low Floor
house,sector 2,9.0,2.0,5,2,North,Old Property,4678.0,Yes,Yes,semifurnished,premium,Low Floor
house,sector 57,3.6,2.0,4,2,South,Old Property,1728.0,Yes,Yes,unfurnished,premium,Low Floor
house,sector 26,9.0,2.0,5,2,South-West,Old Property,2699.0,Yes,Yes,unfurnished,premium,Mid Floor
house,sector 43,2.2,2.0,12,4,North,New Property,3199.0,Yes,No,semifurnished,standard,Mid Floor
house,sector 4,3.3,3.0,3,2,North-East,Old Property,2249.0,No,No,semifurnished,standard,Low Floor
house,sector 5,3.5,2.0,4,2,North,Old Property,2366.0,No,No,unfurnished,standard,Low Floor
house,sector 4,2.35,2.0,4,2,East,Old Property,1439.0,No,No,semifurnished,standard,Low Floor
house,sector 26,18.25,2.0,9,4,East,Relatively New,11110.0,Yes,Yes,unfurnished,standard,Mid Floor
house,sector 43,5.3,3.0,9,4,East,Moderately Old,1935.0,Yes,No,furnished,standard,Mid Floor
house,sector 43,6.25,2.0,7,4,North,Moderately Old,2033.0,Yes,Yes,unfurnished,standard,Mid Floor
house,sector 25,6.3,2.0,4,4,East,Old Property,1800.0,Yes,Yes,unfurnished,standard,Low Floor
house,sector 26,5.5,2.0,4,4,East,Moderately Old,1800.0,No,Yes,semifurnished,standard,Low Floor
house,sector 28,11.75,1.0,5,4,East,Relatively New,2843.0,Yes,Yes,furnished,standard,Mid Floor
house,sector 24,1.9,3.0,9,4,North,Relatively New,5018.0,No,No,semifurnished,basic,Mid Floor
house,sector 50,10.8,2.0,4,3,North,Relatively New,1800.0,Yes,Yes,semifurnished,premium,Low Floor
house,sector 48,6.4,2.0,4,3,North,Relatively New,2592.0,Yes,Yes,semifurnished,luxury,Low Floor
house,sector 48,5.5,2.0,4,2,North,Relatively New,2339.0,Yes,No,semifurnished,basic,Low Floor
house,sector 46,3.5,2.0,4,2,South-East,Relatively New,1620.0,No,No,semifurnished,basic,Low Floor
house,sector 41,4.25,2.0,9,4,North,Moderately Old,1620.0,Yes,No,semifurnished,standard,Mid Floor
house,sector 38,4.0,2.0,6,4,North-East,Old Property,1836.0,Yes,No,furnished,premium,Mid Floor
house,sector 26,31.5,2.0,9,4,North-East,Moderately Old,8997.0,Yes,Yes,semifurnished,standard,Mid Floor
house,sector 82,1.4,1.0,3,2,North-West,New Property,1699.0,No,No,semifurnished,standard,Mid Floor
house,sector 82,5.0,1.0,4,4,East,Relatively New,3239.0,Yes,Yes,unfurnished,basic,Mid Floor
house,sector 26,17.0,2.0,5,4,North-East,Relatively New,4516.0,Yes,Yes,semifurnished,premium,Low Floor
house,sector 43,1.65,1.0,4,4,West,Moderately Old,540.0,No,No,semifurnished,standard,Mid Floor
house,sector 43,11.0,2.0,6,4,East,New Property,4050.0,Yes,No,semifurnished,luxury,Mid Floor
house,sector 25,11.0,2.0,5,4,East,Relatively New,3095.0,Yes,Yes,semifurnished,basic,Low Floor
house,sector 49,3.75,2.0,3,1,South,Old Property,1701.0,No,No,semifurnished,basic,Low Floor
house,sector 56,3.4,3.0,6,4,West,Moderately Old,1530.0,No,No,semifurnished,basic,Low Floor
house,sector 26,4.5,2.0,3,2,West,Old Property,1350.0,No,No,semifurnished,standard,Low Floor
house,sector 43,5.25,2.0,4,2,West,Old Property,1935.0,Yes,No,semifurnished,standard,Low Floor
house,sector 24,6.5,2.0,4,2,East,Old Property,2843.0,No,No,semifurnished,standard,Low Floor
house,sector 50,11.0,2.0,4,4,North,Moderately Old,2700.0,Yes,No,semifurnished,premium,Low Floor
house,sector 50,7.5,2.0,3,2,West,Moderately Old,2160.0,Yes,No,semifurnished,standard,Low Floor
house,sector 25,9.9,2.0,5,2,South-East,Moderately Old,3374.0,No,No,semifurnished,premium,Low Floor
house,sector 49,6.75,1.0,4,3,West,Relatively New,2088.0,Yes,No,furnished,basic,Mid Floor
house,sector 49,3.75,2.0,6,4,East,Moderately Old,1467.0,No,No,semifurnished,basic,Mid Floor
house,sector 14,6.4,2.0,6,4,North,Old Property,3150.0,No,No,unfurnished,standard,Mid Floor
house,sector 14,3.5,3.0,4,2,West,Old Property,1935.0,No,No,semifurnished,basic,Low Floor
house,sector 82,4.7,1.0,3,4,East,New Property,2159.0,Yes,No,unfurnished,standard,Mid Floor
house,sector 14,7.5,3.0,3,2,West,Old Property,4516.0,Yes,No,semifurnished,basic,Low Floor
house,sector 48,5.5,2.0,6,2,North,Moderately Old,2591.0,Yes,No,semifurnished,premium,Low Floor
house,sector 48,7.65,2.0,4,3,North-East,Moderately Old,4000.0,Yes,No,unfurnished,standard,Low Floor
house,sector 48,5.15,2.0,7,3,East,Moderately Old,2727.0,Yes,No,semifurnished,luxury,Low Floor
house,sector 49,6.75,2.0,4,2,North,New Property,4500.0,No,No,unfurnished,standard,Low Floor
house,sector 25,10.0,2.0,5,4,East,Moderately Old,9500.0,Yes,No,semifurnished,basic,Mid Floor
house,sector 17,8.5,2.0,4,2,West,Old Property,4518.0,Yes,No,semifurnished,basic,Low Floor
house,sector 49,6.75,4.0,12,4,North,Moderately Old,2087.0,Yes,No,furnished,standard,Mid Floor
house,sector 17,9.5,3.0,8,3,West,Relatively New,4050.0,No,No,semifurnished,basic,Mid Floor
house,sector 14,5.5,2.0,4,2,East,Old Property,3240.0,No,No,unfurnished,basic,Low Floor
house,sector 14,6.46,2.0,5,2,East,Moderately Old,3420.0,Yes,No,semifurnished,basic,Mid Floor
house,sector 28,10.5,2.0,6,4,North,New Property,3239.0,Yes,No,furnished,luxury,Mid Floor
house,sector 109,6.44,1.0,5,4,North-East,New Property,2429.0,Yes,Yes,unfurnished,premium,Mid Floor
house,sector 56,7.5,3.0,8,4,North-East,Relatively New,3239.0,Yes,No,furnished,standard,Mid Floor
house,sector 50,7.0,2.0,4,2,East,Old Property,2159.0,Yes,No,unfurnished,basic,Low Floor
house,sector 28,11.0,4.0,13,4,East,Relatively New,3239.0,Yes,No,furnished,premium,Mid Floor
house,sector 49,6.5,2.0,5,2,North-East,Relatively New,3455.0,Yes,No,semifurnished,basic,Low Floor
house,sector 50,6.8,2.0,4,4,South-East,Old Property,2159.0,Yes,No,unfurnished,premium,Low Floor
house,sector 109,6.75,2.0,4,4,North-East,New Property,6226.0,Yes,No,unfurnished,premium,Low Floor
house,sector 48,7.8,2.0,4,4,North-East,Relatively New,3239.0,Yes,Yes,semifurnished,luxury,Low Floor
house,sector 109,6.5,4.0,4,4,North-East,New Property,5398.0,Yes,No,semifurnished,luxury,Low Floor
house,sector 33,8.5,2.0,5,4,North,New Property,4768.0,Yes,Yes,semifurnished,luxury,Mid Floor
house,sector 46,4.5,2.0,6,4,North-East,Moderately Old,1845.0,No,Yes,semifurnished,standard,Mid Floor
house,sector 26,4.45,1.0,4,3,West,Old Property,1265.0,No,No,semifurnished,basic,Mid Floor
house,sector 57,3.8,2.0,8,4,East,Relatively New,1458.0,No,Yes,semifurnished,premium,Mid Floor
house,sector 38,1.4,2.0,8,3,East,Moderately Old,62.0,No,No,semifurnished,standard,Mid Floor
house,sector 33,11.5,1.0,6,4,East,Relatively New,4678.0,Yes,No,semifurnished,premium,Mid Floor
house,sector 38,3.5,2.0,2,3,East,Moderately Old,1458.0,No,Yes,semifurnished,premium,Low Floor
house,sector 50,7.1,2.0,4,3,East,Moderately Old,2160.0,No,Yes,semifurnished,premium,Low Floor
house,sector 25,9.5,3.0,9,4,North-West,Old Property,2843.0,No,No,unfurnished,standard,Mid Floor
house,sector 33,11.75,2.0,7,4,East,Relatively New,4516.0,Yes,No,unfurnished,standard,Mid Floor
house,sector 26,4.0,2.0,4,3,North,Old Property,1350.0,No,Yes,unfurnished,standard,Low Floor
house,sector 52,2.25,1.0,3,3,South-East,New Property,1800.0,Yes,No,semifurnished,basic,Mid Floor
house,sector 28,12.5,4.0,17,4,South,Relatively New,2429.0,Yes,No,semifurnished,premium,Mid Floor
house,sector 33,11.0,2.0,6,3,East,New Property,4498.0,Yes,No,unfurnished,standard,Mid Floor
house,sector 38,4.3,3.0,9,4,East,Relatively New,1494.0,No,No,semifurnished,standard,Mid Floor
house,sector 50,7.45,1.0,4,3,East,Old Property,4500.0,Yes,No,semifurnished,standard,Mid Floor
house,sector 50,7.42,2.0,4,3,West,Old Property,3200.0,No,No,semifurnished,premium,Low Floor
house,sector 26,9.25,3.0,12,4,North-East,New Property,7000.0,Yes,No,semifurnished,standard,Mid Floor
house,sector 23,1.2,1.0,2,2,East,New Property,1500.0,No,No,unfurnished,standard,Mid Floor
house,sector 47,6.09,3.0,11,4,West,Moderately Old,1809.0,No,No,semifurnished,standard,Mid Floor
house,sector 55,5.0,2.0,9,4,East,New Property,1125.0,No,No,semifurnished,standard,Mid Floor
house,sector 17,2.98,2.0,6,4,East,Relatively New,1449.0,No,No,unfurnished,premium,Mid Floor
house,sector 38,4.0,4.0,9,4,East,Relatively New,4800.0,No,Yes,semifurnished,luxury,Low Floor
house,sector 46,2.4,1.0,4,3,East,Moderately Old,900.0,No,Yes,semifurnished,standard,Mid Floor
house,sector 57,3.15,2.0,4,4,North-East,Moderately Old,1548.0,No,Yes,semifurnished,standard,Low Floor
house,sector 46,4.25,2.0,4,2,North-East,Moderately Old,1836.0,No,Yes,furnished,standard,Mid Floor
house,sector 40,5.0,3.0,9,4,South-East,Relatively New,2366.0,No,No,furnished,standard,Mid Floor
house,sector 46,2.2,1.0,3,2,North-West,Old Property,909.0,No,Yes,semifurnished,standard,Mid Floor
house,sector 31,3.5,2.0,3,3,South-West,Moderately Old,1449.0,No,Yes,furnished,standard,Low Floor
house,sector 46,5.65,3.0,6,4,South-West,Moderately Old,2366.0,Yes,No,furnished,standard,Mid Floor
house,sector 46,3.55,2.0,4,4,North-West,Moderately Old,1449.0,Yes,No,furnished,standard,Mid Floor
house,sector 46,3.6,2.0,5,4,South-East,Moderately Old,1449.0,Yes,No,furnished,standard,Mid Floor
house,sector 55,3.1,2.0,4,4,North-East,Moderately Old,1548.0,Yes,Yes,furnished,standard,Low Floor
house,sector 57,4.75,2.0,3,3,North-West,Moderately Old,1650.0,No,Yes,semifurnished,premium,Low Floor
house,sector 26,5.5,2.0,4,3,North-East,Moderately Old,1800.0,Yes,No,semifurnished,standard,Low Floor
house,sector 25,4.25,2.0,2,3,North,Old Property,1350.0,No,No,unfurnished,standard,Low Floor
house,sector 26,4.5,2.0,3,2,East,Moderately Old,1350.0,Yes,No,semifurnished,standard,Low Floor
house,sector 26,3.25,2.0,3,3,West,Old Property,981.0,No,No,semifurnished,standard,Low Floor
flat,sector 7,0.45,0.0,2,1,West,Relatively New,1000.0,No,No,unfurnished,basic,Mid Floor
flat,sector 3,0.5,2.0,2,1,West,Old Property,722.0,No,No,unfurnished,basic,Low Floor
flat,sohna road,0.4,0.0,2,3,East,New Property,661.0,No,No,unfurnished,standard,High Floor
flat,sector 61,1.47,1.0,2,2,East,Under Construction,1333.0,No,No,unfurnished,standard,Low Floor
flat,sector 92,0.7,0.0,2,3,East,Under Construction,1217.0,No,No,unfurnished,basic,Mid Floor
flat,sector 36,0.41,1.0,2,3,North,New Property,654.0,No,No,unfurnished,basic,Mid Floor
flat,dwarka expressway,2.0,1.0,3,3,East,New Property,1358.0,No,No,unfurnished,basic,Mid Floor
flat,sector 104,1.8,0.0,4,3,East,New Property,2544.0,No,No,unfurnished,standard,High Floor
flat,sector 88,1.1,1.0,4,4,North-East,Under Construction,1350.0,No,No,unfurnished,standard,Low Floor
flat,sector 78,4.75,0.0,3,2,East,Under Construction,2813.0,Yes,No,unfurnished,premium,High Floor
flat,sector 81,0.96,2.0,2,2,East,Under Construction,1194.0,No,No,unfurnished,standard,Low Floor
flat,sohna road,0.29,0.0,2,1,East,Relatively New,577.0,No,No,unfurnished,standard,Mid Floor
flat,sector 79,1.35,1.0,3,3,East,Relatively New,2161.0,No,No,unfurnished,basic,Mid Floor
flat,sector 33,0.95,1.0,2,4,South-East,Under Construction,1253.0,No,No,unfurnished,basic,Mid Floor
flat,sector 90,0.7,0.0,2,3,East,New Property,1176.0,No,No,unfurnished,basic,High Floor
flat,sector 108,3.95,0.0,5,3,East,Relatively New,2343.0,No,No,unfurnished,standard,High Floor
flat,sector 62,0.9,1.0,1,0,East,Relatively New,639.0,No,No,unfurnished,basic,Low Floor
flat,sector 102,1.05,2.0,2,2,North-East,Under Construction,1017.0,No,No,unfurnished,standard,Low Floor
flat,sector 33,2.2,0.0,3,3,North-East,New Property,1900.0,Yes,No,unfurnished,standard,High Floor
flat,sector 89,1.01,0.0,2,2,East,Under Construction,1225.0,No,No,unfurnished,standard,Mid Floor
flat,sector 79,1.85,0.0,4,4,North,New Property,1946.0,Yes,No,unfurnished,standard,High Floor
flat,sector 89,0.86,0.0,3,3,East,Under Construction,998.0,No,No,unfurnished,standard,Mid Floor
flat,sector 102,1.85,3.0,3,4,South-West,Relatively New,2250.0,Yes,No,semifurnished,premium,Low Floor
flat,sector 113,2.85,0.0,3,4,East,New Property,2006.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 36,0.42,1.0,2,1,North,New Property,590.0,No,No,unfurnished,basic,Mid Floor
flat,sector 65,6.15,0.0,4,2,North-East,Relatively New,3355.0,No,No,unfurnished,standard,High Floor
flat,sector 48,6.25,1.0,5,4,South-East,Moderately Old,3200.0,Yes,No,furnished,standard,Mid Floor
flat,sector 37,0.42,0.0,2,2,North,Relatively New,833.0,No,No,unfurnished,standard,Mid Floor
flat,sector 3,1.35,0.0,2,0,North-East,Relatively New,1056.0,No,No,unfurnished,standard,Mid Floor
flat,sector 110,1.6,2.0,2,2,East,Relatively New,73.0,No,No,unfurnished,basic,Low Floor
flat,sector 43,3.25,0.0,4,4,North-East,Moderately Old,3114.0,No,No,semifurnished,premium,High Floor
flat,sector 88,0.45,0.0,2,1,East,New Property,695.0,No,No,unfurnished,basic,Mid Floor
flat,sector 92,0.85,0.0,2,2,East,Relatively New,1300.0,No,No,unfurnished,basic,High Floor
flat,sector 90,0.75,0.0,2,3,North-East,Relatively New,1444.0,No,No,unfurnished,standard,Mid Floor
flat,sector 68,0.82,0.0,2,4,East,Under Construction,1068.0,No,No,unfurnished,premium,High Floor
flat,sector 109,1.8,3.0,3,2,East,Moderately Old,1910.0,Yes,No,unfurnished,standard,Low Floor
flat,sohna road,0.3,0.0,2,2,North-East,New Property,605.0,No,No,unfurnished,premium,Mid Floor
flat,sector 37,0.78,2.0,2,3,North,Moderately Old,1068.1,No,No,semifurnished,premium,Low Floor
flat,sector 43,2.0,3.0,3,2,North,Old Property,1467.0,Yes,No,unfurnished,basic,Low Floor
flat,sohna road,0.74,0.0,2,4,North-West,New Property,1344.0,No,No,unfurnished,standard,High Floor
flat,sector 106,3.2,0.0,3,4,North-East,Under Construction,2224.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 82,1.3,4.0,4,4,North,Relatively New,1774.0,Yes,No,unfurnished,premium,Low Floor
flat,sohna road,0.95,3.0,2,4,East,Relatively New,1210.723472,No,No,unfurnished,standard,Low Floor
flat,sector 90,1.99,0.0,4,4,East,Relatively New,3030.0,Yes,No,semifurnished,premium,Mid Floor
flat,sector 106,1.05,0.0,2,2,West,New Property,1539.0,No,No,unfurnished,premium,Mid Floor
flat,sector 85,1.83,0.0,3,4,East,Under Construction,2032.0,No,No,unfurnished,premium,High Floor
flat,sector 82,2.25,0.0,3,4,East,Relatively New,2333.0,Yes,No,semifurnished,standard,High Floor
flat,sector 65,2.8,1.0,3,4,North-East,Relatively New,1650.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 28,1.6,1.0,2,2,North,Relatively New,1222.0,No,No,unfurnished,standard,Mid Floor
flat,sector 79,0.83,0.0,2,3,North-East,New Property,1700.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,0.83,3.0,2,2,East,New Property,1244.0,No,No,unfurnished,basic,Low Floor
flat,sector 10,0.8,0.0,3,2,East,New Property,1389.0,No,No,unfurnished,standard,Mid Floor
flat,manesar,1.25,1.0,4,4,East,Moderately Old,2945.0,No,No,semifurnished,standard,Mid Floor
flat,sector 84,0.3,0.0,1,1,East,New Property,500.0,No,No,unfurnished,basic,High Floor
flat,sector 33,1.55,3.0,4,1,South,Relatively New,1421.0,Yes,No,semifurnished,standard,Low Floor
flat,sector 71,0.79,0.0,2,2,South-East,Relatively New,1084.0,No,No,unfurnished,basic,Mid Floor
flat,sohna road,1.01,0.0,2,3,East,Under Construction,1184.0,No,No,unfurnished,premium,High Floor
flat,sector 92,0.95,1.0,5,4,East,Moderately Old,1717.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 77,0.99,2.0,2,2,North,Relatively New,1126.0,No,No,unfurnished,premium,Low Floor
flat,sector 37,1.1,0.0,3,4,East,Under Construction,1561.0,No,No,unfurnished,premium,Mid Floor
flat,sector 67,1.9,1.0,4,3,North,New Property,1991.0,No,No,semifurnished,standard,Mid Floor
flat,sector 37,1.0,1.0,3,4,North,Under Construction,1697.0,No,No,unfurnished,standard,Mid Floor
flat,sector 57,2.5,0.0,3,3,East,Moderately Old,2036.0,No,No,unfurnished,standard,Mid Floor
flat,sector 3,1.1,0.0,2,2,North-East,Under Construction,956.0,No,No,unfurnished,standard,High Floor
flat,sector 95,0.29,0.0,2,2,North,Relatively New,507.0,No,No,unfurnished,standard,High Floor
flat,sector 95,0.55,0.0,2,3,North-East,New Property,990.0,No,No,unfurnished,basic,High Floor
flat,sector 92,0.65,0.0,2,3,North-East,Relatively New,1240.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,0.5,0.0,2,2,East,New Property,591.0,No,No,unfurnished,standard,Mid Floor
flat,sector 99,0.32,1.0,2,1,North-East,New Property,577.0,No,No,unfurnished,standard,Low Floor
flat,sector 103,0.93,1.0,3,3,East,Relatively New,1613.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 89,1.2,2.0,3,2,North-East,New Property,1581.0,No,No,unfurnished,standard,Low Floor
flat,sohna road,0.3,0.0,2,2,East,Relatively New,711.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,0.56,1.0,2,3,South,New Property,913.0,No,No,unfurnished,premium,Mid Floor
flat,sector 49,2.7,0.0,4,4,East,Moderately Old,2159.0,No,No,unfurnished,basic,Mid Floor
flat,sector 90,1.0,0.0,4,3,North-East,New Property,1765.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 30,1.45,2.0,2,2,North,Old Property,1300.0,No,No,semifurnished,premium,Low Floor
flat,sector 89,1.25,1.0,3,0,East,New Property,1423.0,No,No,unfurnished,standard,Mid Floor
flat,sector 66,4.5,0.0,5,4,East,New Property,3321.0,Yes,No,unfurnished,premium,High Floor
flat,sohna road,0.28,0.0,2,1,East,Relatively New,743.0,No,No,unfurnished,standard,High Floor
flat,sector 61,3.87,0.0,4,4,East,Under Construction,2250.0,Yes,No,unfurnished,standard,High Floor
flat,sector 109,1.38,1.0,3,1,North-East,Moderately Old,2419.0,No,No,unfurnished,basic,Mid Floor
flat,laxma,0.43,1.0,2,1,East,Relatively New,722.0,No,No,unfurnished,basic,Low Floor
flat,sector 110,0.28,1.0,1,1,East,Relatively New,1000.0,No,No,unfurnished,basic,Low Floor
flat,sector 37,1.1,0.0,2,2,South,Relatively New,1242.0,No,No,unfurnished,standard,Mid Floor
flat,sector 65,2.0,0.0,2,2,North-East,Relatively New,1433.0,No,No,unfurnished,standard,High Floor
flat,sohna road,0.9,2.0,2,2,South,Under Construction,1014.0,No,No,unfurnished,luxury,Low Floor
flat,sohna road,0.9,2.0,2,0,East,Under Construction,1120.0,No,No,unfurnished,standard,Low Floor
flat,sector 33,1.75,2.0,3,0,North-East,Under Construction,1996.0,No,No,unfurnished,standard,Low Floor
flat,sector 68,0.93,0.0,2,2,East,New Property,1200.0,No,No,unfurnished,basic,High Floor
flat,sector 90,1.8,0.0,4,4,East,Moderately Old,2468.0,No,No,unfurnished,standard,High Floor
flat,sector 33,2.1,0.0,3,2,North-East,Under Construction,1619.0,No,No,unfurnished,standard,Mid Floor
flat,sector 22,2.0,0.0,2,2,East,Relatively New,1533.0,No,No,unfurnished,standard,Mid Floor
flat,sector 63,2.0,3.0,3,2,North,Under Construction,1540.0,No,No,unfurnished,standard,Low Floor
flat,sector 88,1.29,1.0,3,3,East,New Property,1641.0,No,No,unfurnished,standard,Mid Floor
flat,sector 65,2.85,0.0,3,3,South,Under Construction,1828.0,No,No,unfurnished,premium,High Floor
flat,sector 79,1.1,3.0,3,3,East,Relatively New,2166.0,No,No,unfurnished,premium,Low Floor
flat,sector 61,1.65,2.0,2,2,East,Under Construction,1333.0,No,No,unfurnished,standard,Low Floor
flat,sohna road,0.24,1.0,1,2,North,New Property,360.0,No,No,unfurnished,standard,Low Floor
flat,sector 77,2.1,0.0,4,4,North-East,New Property,1600.0,Yes,No,semifurnished,premium,High Floor
flat,sector 33,1.9,0.0,3,4,North-East,New Property,2143.0,Yes,No,unfurnished,premium,High Floor
flat,sector 79,1.1,0.0,2,3,East,New Property,81.0,No,No,unfurnished,standard,Mid Floor
flat,sector 95,0.32,0.0,2,1,North,Relatively New,563.0,No,No,semifurnished,basic,Mid Floor
flat,sector 109,1.7,0.0,1,2,North-East,Relatively New,965.0,No,No,unfurnished,basic,Mid Floor
flat,sector 99,0.32,1.0,2,2,North-East,New Property,473.0,No,No,unfurnished,standard,Low Floor
flat,sector 86,0.45,0.0,2,1,North-East,Under Construction,646.0,No,No,unfurnished,standard,Mid Floor
flat,sector 78,1.2,0.0,2,2,East,Under Construction,823.0,No,No,unfurnished,standard,High Floor
flat,sector 65,2.1,0.0,2,2,North-East,New Property,1186.0,No,No,unfurnished,premium,High Floor
flat,laxma,0.42,1.0,2,1,East,Relatively New,833.0,No,No,unfurnished,standard,Mid Floor
flat,sector 33,1.55,0.0,2,4,East,New Property,1730.0,No,No,unfurnished,standard,Mid Floor
flat,dwarka expressway,1.3,1.0,3,2,East,Under Construction,1303.0,No,No,unfurnished,basic,Mid Floor
flat,sector 113,2.75,0.0,4,4,East,Under Construction,2885.0,Yes,No,unfurnished,standard,High Floor
flat,sector 103,1.25,2.0,3,4,North-East,New Property,1464.0,No,No,unfurnished,premium,Low Floor
flat,sector 63,0.42,3.0,2,2,West,Under Construction,630.0,No,No,unfurnished,basic,Low Floor
flat,sohna road,0.4,0.0,2,1,North-East,New Property,615.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,0.34,2.0,2,1,East,New Property,699.0,No,No,unfurnished,basic,Low Floor
flat,sector 89,1.25,1.0,3,3,East,New Property,1288.0,No,No,unfurnished,standard,Mid Floor
flat,sector 77,1.5,1.0,3,3,North-East,Relatively New,1310.0,No,No,semifurnished,premium,Mid Floor
flat,dwarka expressway,1.3,1.0,3,2,East,Under Construction,1267.0,No,No,unfurnished,basic,Mid Floor
flat,sector 99,1.6,0.0,3,3,North-East,Under Construction,1810.0,No,No,unfurnished,basic,Mid Floor
flat,sector 113,1.5,0.0,2,2,North-East,New Property,1418.0,No,No,unfurnished,standard,High Floor
flat,sector 113,1.5,0.0,2,2,North-East,New Property,1155.0,No,No,unfurnished,standard,High Floor
flat,sector 104,0.9,0.0,2,0,East,Relatively New,1259.0,No,No,unfurnished,basic,High Floor
